loan_id,application_id,user_id,disbursement_date,disbursement_amount,loan_status,due_date,loan_amount,loan_term,offer_age,max_offer,last_payment_date,FPD0,FPD3,FPD7,FPD15,FPD30,total_to_repay,days_late_last_payment,previous_loan_maturity,previous_loan_amount_national_currency,declared_revenue_national_currency,users_with_same_android_id,previous_loans,client_type,professional_status,professional_category,professional_subcategory,gender,age_year,education,marital_status,state,salary_date,requested_amount,apollo_cb_score,acquisition_channel,score_internal,TS_credit_insight
2326009,9523528,8210651,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25000,1,0,new,Civil/Public servant,Religious Organization,"Admin, Support",Male,1996,Secondary,Single,Jharkhand,10,,,Organic,,
2325991,9523387,8210469,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,20000,2,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Female,1993,Primary,Married,Uttar Pradesh,1,,,Facebook,,
2325993,9523395,8210477,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,48233,1,0,new,Work in the private sector,Other,--,Male,1995,Graduate,Single,Karnataka,31,,,Organic,,
2325995,9523402,8210486,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1986,Graduate,Married,Uttar Pradesh,10,,,Organic,,570
2326008,9515585,8201963,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,16000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Graduate,Single,Delhi,7,,,Organic,,
2325958,9521237,8208221,20/08/2020 00:00,675,unpaid,04/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1986,Graduate,Married,Karnataka,15,,,Organic,,
2313365,9473664,8161328,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18000,2,0,new,Civil/Public servant,Agency/Contract workers,Teaching,Male,1999,Graduate,Single,Rajasthan,1,,,Facebook,,
2313333,9436678,8123976,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,30000,2,0,new,Self-employed,Professionals,"Science, Engineering",Female,1993,Graduate,Married,Rajasthan,0,,,Organic,,
2313214,9458468,8145372,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Professionals,Teaching,Male,1995,Graduate,Single,Bihar,20,,,Organic,,
2313364,9482854,8170565,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,48400,1,0,new,Civil/Public servant,"Army, Police, Defence",Police officer,Male,1986,Graduate,Married,Andhra Pradesh,1,,,Organic,,
2313318,9473232,8160926,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,30000,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1985,Post-?graduate,Married,Tamil Nadu,0,,,Organic,,
2313231,9461084,8148012,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Religious Organization,"Admin, Support",Male,1992,Graduate,Married,Maharashtra,1,,,Organic,,
2313373,9482993,8170692,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,15000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1995,Graduate,Single,Andhra Pradesh,0,,,Organic,,
2313257,9461645,8135321,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1992,Graduate,Single,Delhi,0,,,Facebook,,
2313369,9482916,8170616,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1992,Secondary,Single,Andhra Pradesh,7,,,Organic,,
2313244,9461210,8148115,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1996,Graduate,Single,Andhra Pradesh,1,,,Organic,,
2313265,9464417,8134688,17/08/2020 00:00,900,unpaid,01/09/2020 00:00,1000,15,2,1000,,1,1,1,1,1,1010,-16,15,750,28000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1992,Graduate,Single,West Bengal,7,,,Organic,,609
2313292,9471646,8159249,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,90000,1,0,new,Work in the private sector,Professionals,"Science, Engineering",Female,1985,Graduate,Single,Karnataka,31,,,Organic,,
2313225,9460719,8147657,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,25000,1,0,new,Self-employed,Other,--,Male,1999,Graduate,Divorced,Karnataka,0,,,Facebook,,
2313213,9458431,8145283,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,22000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Female,1997,Graduate,Married,Rajasthan,10,,,Organic,,
2313296,9472299,8159936,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,18000,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1987,Graduate,Married,Maharashtra,0,,,Organic,,
2313235,9461189,8148095,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1995,Graduate,Married,Andhra Pradesh,30,,,Organic,,
2313440,9473446,8161097,17/08/2020 00:00,675,partly_paid,01/09/2020 00:00,750,15,1,750,30/09/2020,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1987,Graduate,Married,Haryana,1,,,Organic,,565
2313293,9471601,8159259,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,21500,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1994,Post-?graduate,Single,Punjab,31,,,Organic,,594
2313297,9448607,8066424,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,39500,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1986,Graduate,Married,Maharashtra,0,,,Organic,,
2313239,9461222,8148125,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,19500,1,0,new,Work in the private sector,Professionals,"Banking, Insurance",Male,1985,Graduate,Married,Maharashtra,12,,,Organic,,656
2313248,9461259,8148171,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1991,Graduate,Married,Maharashtra,7,,,Facebook,,
2313312,9473196,8160858,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,14800,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Female,1998,Secondary,Married,Andhra Pradesh,5,,,Organic,,
2313218,9459024,8145773,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1998,Post-?graduate,Married,Bihar,9,,,Organic,,
2313436,9467938,8155446,17/08/2020 00:00,675,unpaid,01/09/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,14800,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Secondary,Single,Maharashtra,7,,,Facebook,,
2285950,9372487,8063735,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,45000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1995,Secondary,Single,Rajasthan,0,,,Organic,,
2287886,9399912,8088511,10/08/2020 00:00,900,unpaid,25/08/2020 00:00,1000,15,0,1000,,1,1,1,1,1,1010,-15,15,750,20000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Other,Male,1981,Secondary,Married,Haryana,0,,,Organic,,
2286021,9389428,8080940,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,16000,1,0,new,Work in the private sector,Other,--,Male,1998,Secondary,Single,Haryana,5,,,Organic,,
2285970,9378267,8071343,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,2000,Graduate,Married,Karnataka,1,,,Organic,,
2286003,9388468,8080170,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,31000,1,0,new,Work in the private sector,Agency/Contract workers,Corporate services,Male,1996,Graduate,Single,Maharashtra,30,,,Organic,,
2285935,9371032,8063812,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,22000,1,0,new,Self-employed,Other,--,Male,1991,Graduate,Single,Bihar,0,,,Organic,,
2285998,9388382,8080073,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,34000,1,0,new,Civil/Public servant,Other,--,Male,1991,Graduate,Married,Maharashtra,31,,,Organic,,594
2285936,9371007,8063589,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Professionals,Teaching,Male,1988,Graduate,Married,Maharashtra,31,,,Organic,,603
2286044,9397900,8088571,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1996,Post-?graduate,Single,Rajasthan,10,,,Organic,,575
2286024,9389639,8081077,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1989,Graduate,Single,Uttar Pradesh,0,,,Organic,,532
2285963,9377371,8070612,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,35000,1,0,new,Self-employed,Professionals,"Construction, Architect",Male,1994,Graduate,Married,Rajasthan,0,,,Organic,,
2286047,9397948,8088617,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1994,Secondary,Single,Tamil Nadu,28,,,Organic,,635
2285999,9388396,8080087,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,,1,0,new,Student,,,Male,2000,Graduate,Single,Telangana,0,,,Organic,,
2287178,9398169,8088776,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,28000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1979,Graduate,Married,Delhi,11,,,Organic,,
2286017,9388776,8080434,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1985,Secondary,Married,Haryana,0,,,Organic,,582
2285964,9377462,8070714,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,31000,1,0,new,Civil/Public servant,"Army, Police, Defence",Other,Male,1985,Graduate,Married,West Bengal,31,,,Organic,,
2286919,9398127,8088745,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18500,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1991,Post-?graduate,Single,Rajasthan,0,,,Organic,,
2286027,9389422,8080935,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,22000,1,0,new,Self-employed,Other,--,Female,1986,Graduate,Single,Meghalaya,0,,,Organic,,
2285949,9372197,8064268,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,21000,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1993,Post-?graduate,Married,Rajasthan,0,,,Organic,,
2286023,9389689,8063408,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20766,1,0,new,Civil/Public servant,Professionals,Teaching,Male,1992,Graduate,Single,Manipur,28,,,Organic,,
2285941,9371213,8065592,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,25781,1,0,new,Civil/Public servant,Professionals,Teaching,Female,1978,Graduate,Single,Chhattisgarh,30,,,Organic,,
2285955,9373251,8063620,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,15000,1,0,new,Self-employed,Other,--,Male,1996,Secondary,Married,Jharkhand,0,,,Organic,,
2285962,9376737,8070117,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1990,Graduate,Married,Karnataka,1,,,Organic,,
2286031,9396972,8087768,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1995,Secondary,Single,West Bengal,5,,,Organic,,
2286072,9388862,8080499,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1997,Post-?graduate,Married,Gujarat,0,,,Organic,,592
2285980,9378813,8071732,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,20000,1,0,new,Self-employed,Other,--,Male,2001,Secondary,Single,Andhra Pradesh,0,,,Organic,,
2285961,9376344,8069809,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,21000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Restaurant,Male,1965,Graduate,Married,Haryana,8,,,Organic,,
2286043,9397889,8088563,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Religious Organization,"Admin, Support",Male,1993,Graduate,Married,Karnataka,5,,,Organic,,
2285996,9386653,8078476,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,Agency/Contract workers,Security,Male,1986,Graduate,Married,Gujarat,10,,,Organic,,536
2285986,9379831,8061682,10/08/2020 00:00,900,unpaid,25/08/2020 00:00,1000,15,2,1000,,1,1,1,1,1,1010,-16,15,750,20000,1,1,returning,Self-employed,Religious Organization,Other,Male,1993,Secondary,Married,Andhra Pradesh,0,,,Organic,,528
2285976,9378689,8071562,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,15800,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1997,Graduate,Single,Andhra Pradesh,5,,,Organic,,
2285992,9383625,8054803,10/08/2020 00:00,900,unpaid,25/08/2020 00:00,1000,15,2,1000,,1,1,1,1,1,1010,-13,15,750,20000,1,1,returning,Work in the private sector,Other,--,Male,1993,Graduate,Married,Gujarat,10,,,Organic,,
2285958,9376017,8063608,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,30000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1996,Graduate,Single,Bihar,0,,,Organic,,
2285959,9376202,8069719,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,25000,1,0,new,Self-employed,Professionals,Teaching,Male,1990,Graduate,Single,Uttar Pradesh,0,,,Organic,,
2286013,9388677,8080347,10/08/2020 00:00,450,unpaid,25/08/2020 00:00,500,15,1,750,,1,1,1,1,1,500,,,,22000,1,0,new,Work in the private sector,Other,--,Male,2000,Graduate,Single,Uttar Pradesh,8,,,Organic,,
2285939,9371165,8054354,10/08/2020 00:00,900,unpaid,25/08/2020 00:00,1000,15,3,1000,,1,1,1,1,1,1010,-14,15,750,15000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Cashier,Male,1997,Graduate,Single,Delhi,20,,,Organic,,
2288174,9367960,8063471,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,Other,--,Female,1995,Graduate,Single,Telangana,3,,,Organic,,
2286000,9388412,8080101,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,49000,1,0,new,Work in the private sector,Professionals,Other,Male,1997,Graduate,Single,Delhi,1,,,Organic,,
2286012,9388651,8080323,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,17000,1,0,new,Self-employed,Agency/Contract workers,"Marketing, Sales",Male,1984,Graduate,Single,Madhya Pradesh,0,,,Organic,,
2285993,9386190,8078018,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,17000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1995,Graduate,Single,Telangana,30,,,Organic,,
2285960,9376342,8069806,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,3,750,,1,1,1,1,1,760,,,,19600,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1991,Post-?graduate,Single,Punjab,15,,,Organic,,
2286041,9397854,8088534,10/08/2020 00:00,675,partly_paid,25/08/2020 00:00,750,15,0,750,10/08/2020,1,1,1,1,1,760,,,,19000,1,0,new,Work in the private sector,Agency/Contract workers,Security,Male,1988,Graduate,Married,Maharashtra,3,,,Organic,,
2286015,9388683,8080353,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1988,Graduate,Single,Andhra Pradesh,1,,,Organic,,
2285989,9380625,8063665,10/08/2020 00:00,675,unpaid,25/08/2020 00:00,750,15,2,750,,1,1,1,1,1,760,,,,16780,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1989,Graduate,Single,West Bengal,10,,,Organic,,496
2277234,9370720,8065259,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,36500,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1984,Post-?graduate,Married,Telangana,30,,,Organic,,
2275530,9362476,8059115,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Female,1995,Graduate,Divorced,Punjab,5,,,Organic,,
2277210,9369639,8064519,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,26900,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1989,Post-?graduate,Married,Haryana,5,,,Organic,,575
2275540,9362893,8059484,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1996,Graduate,Single,Rajasthan,5,,,Organic,,
2277202,9368774,8064009,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,30000,2,0,new,Self-employed,Professionals,Hotel service,Female,1988,Graduate,Married,Telangana,0,,,Organic,,415
2277207,9369668,8064536,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Professionals,Corporate services,Male,1996,Graduate,Single,Rajasthan,31,,,Organic,,
2275539,9362652,8059274,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Other,--,Male,1996,Graduate,Single,Gujarat,3,,,Organic,,455
2275548,9364414,8060633,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,35000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1994,Primary,Married,Gujarat,0,,,Organic,,
2277209,9369878,8064679,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,Professionals,"Banking, Insurance",Male,1994,Post-?graduate,Married,Andhra Pradesh,3,,,Organic,,
2277204,9369390,8064380,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,35000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1998,Graduate,Single,Rajasthan,31,,,Organic,,484
2275558,9367032,8062749,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,25000,1,0,new,Work in the private sector,Professionals,Other,Male,1990,Post-?graduate,Married,West Bengal,8,,,Organic,,
2275563,9367353,8062990,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,28000,1,0,new,Work in the private sector,Agency/Contract workers,"Science, Engineering",Male,1996,Graduate,Single,odisha,7,,,Organic,,
2275516,9360056,8056980,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,,1,0,new,Unemployed,,,Male,1989,Secondary,Married,Andhra Pradesh,0,,,Organic,,
2277212,9369865,8064669,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,41000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1988,Graduate,Married,Telangana,1,,,Organic,,
2277206,9369563,8064479,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,18000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Restaurant,Male,1990,Graduate,Married,Jharkhand,2,,,Organic,,
2275536,9363081,8059670,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,,1,0,new,Student,,,Male,1995,Secondary,Single,Telangana,0,,,Organic,,
2275546,9363746,8060210,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1998,Graduate,Single,Bihar,10,,,Organic,,
2275511,9359819,8056780,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,40000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1987,Graduate,Single,Maharashtra,0,,,Organic,,
2277235,9370804,8065300,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,17000,1,0,new,Work in the private sector,Other,--,Male,1988,Graduate,Single,Uttar Pradesh,10,,,Organic,,
2275545,9363590,8060105,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,100000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Shop owner,Female,1977,Graduate,Married,Madhya Pradesh,10,,,Organic,,
2275567,9367805,8063364,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,25300,1,0,new,Work in the private sector,Other,--,Male,1994,Graduate,Single,Andhra Pradesh,1,,,Organic,,
2277203,9369287,8064311,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,30000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1993,Post-?graduate,Married,Telangana,16,,,Organic,,
2275564,9362080,8058787,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,15500,1,0,new,Self-employed,Other,--,Male,1980,Graduate,Married,Uttar Pradesh,0,,,Organic,,
2275514,9360044,8056970,07/08/2020 00:00,675,partly_paid,24/08/2020 00:00,750,15,1,750,13/08/2020,1,1,1,1,1,760,,,,16000,2,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Graduate,Single,Telangana,0,,,Organic,,
2277230,9370841,8065327,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,22000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Other,Male,1992,Secondary,Married,Maharashtra,0,,,Organic,,496
2275562,9367373,8062972,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,1,750,,1,1,1,1,1,760,,,,23000,1,0,new,Work in the private sector,Other,--,Male,1997,Graduate,Single,Andhra Pradesh,12,,,Organic,,
2275565,9367705,8063284,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,21000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Cashier,Male,1994,Graduate,Single,Rajasthan,31,,,Organic,,
2277214,9370076,8064851,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,27642,1,0,new,Work in the private sector,Professionals,"Science, Engineering",Male,1993,Graduate,Single,Andhra Pradesh,1,,,Organic,,
2277245,9370998,8065434,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,20000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1994,Graduate,Married,Rajasthan,0,,,Organic,,580
2275572,9367910,8063424,07/08/2020 00:00,675,unpaid,24/08/2020 00:00,750,15,0,750,,1,1,1,1,1,760,,,,38000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1996,Graduate,Single,Andhra Pradesh,2,,,Organic,,
2720891,10822495,8563134,10/11/2020 00:00,675,unpaid,10/12/2020 00:00,750,30,0,750,,,,,,,770,,,,25000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1994,Graduate,Married,Andhra Pradesh,7,5000,"""690-699""",Organic,,
2720918,10267410,8999656,10/11/2020 00:00,675,unpaid,10/12/2020 00:00,750,30,0,750,,,,,,,770,,,,27500,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1993,Graduate,Married,Haryana,1,50000,"""700-709""",Organic,,
2721953,10823323,8156274,10/11/2020 00:00,675,unpaid,10/12/2020 00:00,750,30,0,750,,,,,,,770,-14,15,750,15000,1,1,returning,Work in the private sector,Other,--,Male,1990,Graduate,Married,Telangana,21,5000,"""730-739""",Organic,,
